Text,Date,Favorites,Retweets,Tweet ID
b'Les immigrants et les r\xc3\xa9fugi\xc3\xa9s du monde entier contribuent consid\xc3\xa9rablement \xc3\xa0 la r\xc3\xa9ussite et \xc3\xa0 la prosp\xc3\xa9rit\xc3\xa9 du Canada... 1/5',2017-01-29 13:21:27,12,8,825770851047964672
b'Best wishes to all those celebrating the Lunar New Year! https://www.facebook.com/ronaambrose/videos/10154411885308525/\xc2\xa0\xe2\x80\xa6',2017-01-28 10:20:02,18,18,825362807432560640
b'Je souhaite mes meilleurs v\xc5\x93ux \xc3\xa0 tous ceux qui c\xc3\xa9l\xc3\xa8brent le Nouvel An lunaire !  https://www.facebook.com/ronaambrose/videos/10154411885423525/\xc2\xa0\xe2\x80\xa6',2017-01-28 10:20:01,6,3,825362801543634944
b'Super d\xe2\x80\x99\xc3\xaatre \xc3\xa0 Markham pour l\xe2\x80\x99Ann\xc3\xa9e du coq!  Bonne ann\xc3\xa9e ! \xe6\x81\xad\xe8\xb3\x80\xe6\x96\xb0\xe7\xa6\xa7! Ch\xc3\xbac M\xe1\xbb\xabng N\xc4\x83m M\xe1\xbb\x9bi!\xec\x83\x88\xed\x95\xb4 \xeb\xb3\xb5 \xeb\xa7\x8e\xec\x9d\xb4 \xeb\xb0\x9b\xec\x9c\xbc\xec\x84\xb8\xec\x9a\x94!pic.twitter.com/va8Vdz61dT',2017-01-28 07:58:00,14,2,825327062277844992
b'Great to be in Markham ringing in the Year of the Rooster! Happy New Year! \xe6\x81\xad\xe8\xb3\x80\xe6\x96\xb0\xe7\xa6\xa7! Ch\xc3\xbac M\xe1\xbb\xabng N\xc4\x83m M\xe1\xbb\x9bi!\xec\x83\x88\xed\x95\xb4 \xeb\xb3\xb5 \xeb\xa7\x8e\xec\x9d\xb4 \xeb\xb0\x9b\xec\x9c\xbc\xec\x84\xb8\xec\x9a\x94!pic.twitter.com/JHXycchIbZ',2017-01-28 07:57:55,40,8,825327042958880769
"b""Grab your coat! Great local event tomorrow: http://www.stonyplainreporter.com/2017/01/26/winter-warm-up-is-the-best-cure-for-cabin-fever\xc2\xa0\xe2\x80\xa6 Don't forget non-perishable food or cash donation for hot chocolate!""",2017-01-27 21:21:18,6,1,825166832252379136
"b""Super de rencontrer l'incroyable entrepreneure @VLennox, PDG de @Startup_Canada! Avons parl\xc3\xa9 d'innovation et d'entrepreneurship au Canada.pic.twitter.com/TKFTg7Vt7U""",2017-01-27 18:46:20,6,2,825127836214247427
"b'Great to meet with incredible entrepreneur @VLennox, CEO of @Startup_Canada! Talked about innovation and entrepreneurship in Canada.pic.twitter.com/IudO0hM1Qo'",2017-01-27 18:46:14,23,9,825127808926154752
"b""Great to see all of the incredible initiatives the Women's Centre of the three As is taking to support women with @Alupa_Clarke today.pic.twitter.com/cZEOG2PCnc""",2017-01-27 16:43:56,17,2,825097030808772608
"b""Super de voir toutes les initiatives du Centre des femmes aux trois A pour soutenir les femmes avec @Alupa_Clarke aujourd'huipic.twitter.com/UJoMOj7KkO""",2017-01-27 16:43:16,6,2,825096862562713606
"b'Finishing up our @CPC_HQ caucus meetings in Quebec City today. Talking to media live, watch here: https://www.facebook.com/ronaambrose/videos/10154414886798525/\xc2\xa0\xe2\x80\xa6'",2017-01-27 13:37:25,15,4,825050092755361793
b'Fin des rencontres du caucus @PCC_HQ \xc3\xa0 Qu\xc3\xa9bec aujourd\xe2\x80\x99hui. Je parle en direct aux m\xc3\xa9dias: https://www.facebook.com/ronaambrose/videos/10154414886798525/\xc2\xa0\xe2\x80\xa6',2017-01-27 13:37:22,6,0,825050080721895425
b'#WeRemember the Holocaust and we will never forget. Never again. @WorldJewishCong @CIJAinfopic.twitter.com/Ad7jgsGOn0',2017-01-27 11:15:50,99,46,825014463246004225
b'#NousNousSouvenons de l\xe2\x80\x99Holocauste et n\xe2\x80\x99oublierons jamais. Plus jamais. @WorldJewishCong @CIJAinfopic.twitter.com/1PXuJGBwiH',2017-01-27 11:15:45,24,15,825014443335700481
b'\xc3\x80 la Journ\xc3\xa9e int. de l\xe2\x80\x99Holocauste nous honorons les survivants et nous nous souvenons des victimes en promettant de ne jamais oublier.pic.twitter.com/LH2OPmPrV5',2017-01-27 09:15:06,24,14,824984078642343936
b'On Intl. Holocaust Remembrance Day we honour the survivors and remember the victims by vowing to never forget.pic.twitter.com/khr8mec5VD',2017-01-27 09:15:03,170,112,824984064490762246
b'Conservative MPs are meeting in Quebec City. Our message to Justin Trudeau is simple: It\xe2\x80\x99s time to get serious. https://www.facebook.com/ronaambrose/videos/10154412921023525/\xc2\xa0\xe2\x80\xa6',2017-01-26 21:26:28,87,54,824805744444846082
b'Les d\xc3\xa9put\xc3\xa9s conservateurs sont \xc3\xa0 Qu\xc3\xa9bec. Notre message \xc3\xa0 Justin Trudeau est simple: il est temps d\xe2\x80\x99\xc3\xaatre s\xc3\xa9rieux. https://www.facebook.com/ronaambrose/videos/10154412919093525/\xc2\xa0\xe2\x80\xa6',2017-01-26 21:26:25,13,13,824805733111832577
b'Speaking to media in Quebec City at our @CPC_HQ caucus meetings. Watch live: https://www.facebook.com/ronaambrose/videos/10154411405768525/?permPage=1\xc2\xa0\xe2\x80\xa6',2017-01-26 09:46:18,7,7,824629544049143808
b'Je parle aux m\xc3\xa9dias en direct de nos rencontres du caucus @PCC_HQ \xc3\xa0 Qu\xc3\xa9bec: https://www.facebook.com/ronaambrose/videos/10154411405768525/?permPage=1\xc2\xa0\xe2\x80\xa6',2017-01-26 09:46:16,2,2,824629534356107265
"b'On behalf of the Official Opposition and @CPC_HQ, I am honoured to wish all Indo-Canadians, a Happy Republic Day! https://www.facebook.com/notes/rona-ambrose/happy-india-republic-day/10150828603124955\xc2\xa0\xe2\x80\xa6'",2017-01-26 09:23:24,12,2,824623779708071936
"b'Au nom de l\xe2\x80\x99Opp. officielle et du @PCC_HQ, je souhaite une joyeuse F\xc3\xaate de la R\xc3\xa9publique \xc3\xa0 tous les Indo-Canadiens! https://www.facebook.com/notes/rona-ambrose/happy-india-republic-day/10150828603124955\xc2\xa0\xe2\x80\xa6'",2017-01-26 09:23:22,3,1,824623771571126272
b'Great to be here in Quebec City\xc2\xa0with my @CPC_HQ colleagues!pic.twitter.com/pKtHD9ztDB',2017-01-25 23:07:39,23,7,824468820345712640
b'Formidable d\xe2\x80\x99\xc3\xaatre ici \xc3\xa0 Qu\xc3\xa9bec avec mes coll\xc3\xa8gues du @PCC_HQ!pic.twitter.com/lSCQXZBL4k',2017-01-25 23:06:59,7,2,824468654200946688
"b'.@gerarddeltell, our whole @CPC_HQ caucus and I are excited to be hard at work in beautiful Quebec City this week! https://www.facebook.com/ronaambrose/videos/10154410336113525/\xc2\xa0\xe2\x80\xa6'",2017-01-25 22:49:35,13,9,824464274953211904
"b'.@gerarddeltell, le caucus @PCC_HQ et moi sommes ravis d\xe2\x80\x99\xc3\xaatre dans la belle ville de Qu\xc3\xa9bec cette semaine! https://www.facebook.com/ronaambrose/videos/10154410353363525/\xc2\xa0\xe2\x80\xa6'",2017-01-25 22:49:17,6,5,824464197010464769
b'Je suis \xc3\xa0 Qu\xc3\xa9bec pour notre caucus hivernal du @PCC_HQ et je parle aux m\xc3\xa9dias. Regardez en direct: https://www.facebook.com/caucusconservateurquebec/videos/663371630513183/\xc2\xa0\xe2\x80\xa6',2017-01-25 16:10:39,7,3,824363879660711936
b'Glad action is being taken:http://www.ctvnews.ca/mobile/canada/edmonton-man-charged-with-assault-uttering-threats-at-women-s-rally-1.3255561\xc2\xa0\xe2\x80\xa6',2017-01-25 11:53:57,65,30,824299277077909504
b'Every time we talk about mental health we get stronger and make those around us stronger too. Together we can #EndTheStigma. #BellLetsTalkpic.twitter.com/Nj7mGYcrcm',2017-01-25 09:11:34,269,489,824258414381563904
b'Quand nous parlons sant\xc3\xa9 mentale nous devenons plus forts et aidons les autres. Ensemble nous pouvons #CombattreLaStigmatisation. #BellCausepic.twitter.com/2Nyn9LORrU',2017-01-25 09:11:32,19,31,824258407041482752
b'I accept the challenge. This is a great initiative! #GoSponsorHerhttps://twitter.com/nicoleverkindt/status/823572763394932737\xc2\xa0\xe2\x80\xa6',2017-01-24 11:52:16,15,4,823936465826619393
b'.@BBsDoingNothing @DavidBellCBC My people will call your people. If you have people? :) Looking forward to meeting you!',2017-01-23 22:23:24,7,0,823732908649304065
"b'Good luck in Vegas, Andrew @BBsDoingNothing! I\xe2\x80\x99ve been working on my beer pong skills. Are you up for a challenge?  @DavidBellCBCpic.twitter.com/pIWPdWnDxV'",2017-01-23 17:07:33,30,2,823653423275003904
b'Remembering Lincoln Alexander // Souvenons-nous de Lincoln Alexander: https://www.facebook.com/notes/rona-ambrose/remembering-lincoln-alexander/10150825380559955\xc2\xa0\xe2\x80\xa6pic.twitter.com/6cdqxqB4OK',2017-01-21 10:54:36,15,8,822834790693007365
b'I\xe2\x80\x99ve been meeting with dozens of US lawmakers with one message: let\xe2\x80\x99s work together to protect jobs in Canada & US: https://www.facebook.com/ronaambrose/videos/10154388892708525/\xc2\xa0\xe2\x80\xa6',2017-01-20 10:38:32,182,82,822468361812582401
b'Je suis \xc3\xa0 Wash. avec un message pour les l\xc3\xa9gislateurs am\xc3\xa9ricains: prot\xc3\xa9geons ensemble les emplois au Can. et aux \xc3\x89U: https://www.facebook.com/ronaambrose/videos/10154388875578525/\xc2\xa0\xe2\x80\xa6',2017-01-20 10:38:22,10,7,822468317843746817
b'Congratulations @TimRaines30 on your long overdue @baseballhall induction! Making Montreal and  proud. #RockTheHall ',2017-01-18 20:38:23,48,17,821894542823739392
b'F\xc3\xa9licitations @TimRaines30 pour cette intronisation au @baseballhall due de longue date! Montr\xc3\xa9al et  fiers. #RockTheHall ',2017-01-18 20:38:08,20,3,821894477157662720
"b'.@CPC_HQ is meeting in Qu\xc3\xa9bec City next week - working hard to hold PMJT accountable in 2017, as we did in 2016:http://www.ctvnews.ca/video?clipId=1024009\xc2\xa0\xe2\x80\xa6'",2017-01-18 14:31:01,48,21,821802090913796098
"b""Thank you to one of hockey's greatest @wick_22 for inspiring young women and all of us. You've made  so proud time and time again. pic.twitter.com/HM33hd4EeV""",2017-01-17 21:31:15,165,51,821545457545527296
b'Merci \xc3\xa0 l\xe2\x80\x99une des plus grandes du hockey @wick_22 d\xe2\x80\x99inspirer les jeunes femmes et nous tous. Vous faites la fiert\xc3\xa9 du . pic.twitter.com/mjd9q4OrgO',2017-01-17 21:31:10,17,3,821545438117564416
b'Congrats @brittlorenz!https://twitter.com/EqualVoiceCA/status/821446490061238276\xc2\xa0\xe2\x80\xa6',2017-01-17 16:08:00,10,3,821464109019529218
b'Don\xe2\x80\x99t we pay enough tax already? \n\n\xe2\x80\x9cNetflix Tax A Step Closer To Reality In Canada\xe2\x80\x9d - http://www.huffingtonpost.ca/2017/01/17/netflix-tax-canada-melanie-joly_n_14224810.html\xc2\xa0\xe2\x80\xa6pic.twitter.com/TwGrh3XU3Q',2017-01-17 13:01:17,82,77,821417122719010816
"b'Justin Trudeau still doesn\xe2\x80\x99t get it. Just because his Carbon Tax is \xe2\x80\x9cRevenue Neutral\xe2\x80\x9d for his Gov\xe2\x80\x99t, doesn\xe2\x80\x99t mean it will be for families.https://twitter.com/RachaelHarderMP/status/806974664119566337\xc2\xa0\xe2\x80\xa6'",2017-01-17 10:27:26,185,140,821378403261677568
b'Sad to hear Canadians killed and injured in Mexico. Thinking of their family & friends; hoping those responsible will be brought to justice.',2017-01-16 20:46:59,69,31,821171930539716609
"b""Triste que des Canadiens aient \xc3\xa9t\xc3\xa9 tu\xc3\xa9s au Mexique. Je pense \xc3\xa0 leur famille et amis. J'esp\xc3\xa8re que les responsables feront face \xc3\xa0 la justice.""",2017-01-16 20:46:21,15,8,821171770925449216
"b""Caught up with @CPC_HQ's newest candidate, @StephanieKusie today in Calgary! She's running to be the next MP in #CalgaryMidnapore.pic.twitter.com/mujCUHw0lI""",2017-01-16 19:58:04,76,27,821159621863686144
b'Wonderful to see you up and about again Ed!https://twitter.com/HonEdFast/status/821072356697260033\xc2\xa0\xe2\x80\xa6',2017-01-16 14:16:37,26,8,821073693136875520
b'Congrats @StephanieKusie! Excited to have you on the @CPC_HQ team. So important to get more young women involved in politics. #YYCMidnaporehttps://twitter.com/StephanieKusie/status/820446904680988673\xc2\xa0\xe2\x80\xa6',2017-01-16 10:44:05,37,14,821020206160105473
b'Bravo @StephanieKusie! Super de vous avoir dans l\xe2\x80\x99\xc3\xa9quipe @PCC_HQ. Il est important d\xe2\x80\x99avoir plus de jeunes femmes en politique. #YYCMidnaporehttps://twitter.com/StephanieKusie/status/820446904680988673\xc2\xa0\xe2\x80\xa6',2017-01-16 10:43:44,7,7,821020119652593667
b'Justin Trudeau believes that laws don\xe2\x80\x99t apply to people like him. He\xe2\x80\x99s wrong. It\xe2\x80\x99s time he starts putting ordinary Canadians first.https://twitter.com/davidakin/status/820967491040116738\xc2\xa0\xe2\x80\xa6',2017-01-16 09:53:45,307,231,821007536853807104
b'Justin Trudeau\xe2\x80\x99s plan isn\xe2\x80\x99t working. Future generations will be stuck with the bill for his mistakes.pic.twitter.com/jNegBbXPy8',2017-01-14 20:02:01,203,173,820435839754928128
b'Le plan de Justin Trudeau ne marche pas. Les g\xc3\xa9n\xc3\xa9rations futures devront payer la facture de ses erreurs.pic.twitter.com/HkXIgnu5Gk',2017-01-14 20:02:01,18,26,820435836843933696
b'Best wishes to Tamils celebrating Thai #Pongal. Happy Pongal! https://www.facebook.com/notes/rona-ambrose/happy-pongal/10150822252184955\xc2\xa0\xe2\x80\xa6pic.twitter.com/AepWdUn46N',2017-01-14 08:31:59,20,6,820262185293217793
b'Meilleurs v\xc5\x93ux aux Tamouls qui c\xc3\xa9l\xc3\xa8brent Tha\xc3\xaf #Pongal. Joyeux Pongal! https://www.facebook.com/notes/rona-ambrose/happy-pongal/10150822252184955\xc2\xa0\xe2\x80\xa6pic.twitter.com/Vhdz03Wa91',2017-01-14 08:31:55,5,1,820262169778462720
b'Wishing all those celebrating a very Happy #Lohri! Joyeux Lohri!  \xe0\xa8\xb2\xe0\xa9\x8b\xe0\xa8\xb9\xe0\xa9\x9c\xe0\xa9\x80 \xe0\xa8\xa6\xe0\xa9\x87  \xe0\xa8\xa4\xe0\xa8\xbf\xe0\xa8\x93\xe0\xa8\xb9\xe0\xa8\xbe\xe0\xa8\xb0 \xe0\xa8\xa6\xe0\xa9\x80\xe0\xa8\x86\xe0\xa8\x82 \xe0\xa8\xb2\xe0\xa9\xb1\xe0\xa8\x96 \xe0\xa8\xb2\xe0\xa9\xb1\xe0\xa8\x96 \xe0\xa8\xb5\xe0\xa8\xa7\xe0\xa8\xbe\xe0\xa8\x88\xe0\xa8\x86\xe0\xa8\x82pic.twitter.com/caFebu4YfG',2017-01-13 12:01:00,19,5,819952399901040640
b'Justin Trudeau acts like the laws don\xe2\x80\x99t apply to people like him.https://twitter.com/CPC_HQ/status/819661887856054276\xc2\xa0\xe2\x80\xa6',2017-01-12 16:52:50,165,188,819663452771938304
"b'Justin Trudeau knew what he did was against the law. All he had to do was say no, but he couldn\xe2\x80\x99t resist the billionaire lifestyle.https://twitter.com/CBCPolitics/status/819656797514563584\xc2\xa0\xe2\x80\xa6'",2017-01-12 16:41:14,281,262,819660533368520705
"b'Your tax dollars hard at work to help the Liberal Party, yet again. Justin Trudeau\xe2\x80\x99s media stunt tour isn\xe2\x80\x99t fooling anyone.https://twitter.com/TorontoStar/status/819484067787931653\xc2\xa0\xe2\x80\xa6'",2017-01-12 11:38:19,275,271,819584302262403072
"b""My colleague @blainecalkinsmp just sent this letter to the Ethics Commissioner about Justin Trudeau's latest ethics mess.pic.twitter.com/Lm2P8ukTSr""",2017-01-11 19:37:37,194,155,819342536217083905
"b"".@blainecalkinsmp a envoy\xc3\xa9 cette lettre \xc3\xa0 la commissaire \xc3\xa0 l'\xc3\xa9thique sur le dernier manquement flagrant de Justin Trudeau \xc3\xa0 la loi.pic.twitter.com/5ZI2EH8xHr""",2017-01-11 19:37:12,10,4,819342429702815744
"b""Happy Birthday to Canada\xe2\x80\x99s first Prime Minister and one of our founding fathers, Sir John A Macdonald! He'd have been 202 years old today. pic.twitter.com/FX311ROMc0""",2017-01-11 14:03:39,268,153,819258490837409792
"b'Joyeux anniversaire au premier dirigeant du Canada et \xc3\xa0 l\xe2\x80\x99un des p\xc3\xa8res fondateurs, Sir John A Macdonald! Il aurait eu 202 ans aujourd\xe2\x80\x99hui. pic.twitter.com/8gFKmzxrth'",2017-01-11 14:03:01,13,6,819258328249487360
"b'The Liberals are sending Canada down an unsustainable path, and they\xe2\x80\x99re either unable or unwilling to answer specific questions about it.https://twitter.com/PierrePoilievre/status/819200122206777344\xc2\xa0\xe2\x80\xa6'",2017-01-11 10:46:35,82,60,819208894182518789
b'Justin Trudeau\xe2\x80\x99s plan isn\xe2\x80\x99t working & it\xe2\x80\x99s sending Canada down an unsustainable path. He must take responsibility for Liberal govt failures.pic.twitter.com/CWRzEgB2al',2017-01-10 20:15:01,162,139,818989558624845824
b'Le plan de Justin Trudeau ne marche pas et met le pays sur la mauvaise voie. Il doit assumer la responsabilit\xc3\xa9 des \xc3\xa9checs du gvt lib\xc3\xa9ral.pic.twitter.com/8JnV4kqTgX',2017-01-10 20:14:01,9,0,818989305955631104
"b'Time for Justin Trudeau and the Liberals to start thinking about all Canadians, not just their billionaire friends: https://www.facebook.com/BlaineCalkinsMP/videos/1434066483272667/\xc2\xa0\xe2\x80\xa6pic.twitter.com/rUiFO1pE75'",2017-01-10 15:13:05,180,145,818913575888527360
b'Changing the faces of the cabinet will not change Justin Trudeau\xe2\x80\x99s bad judgment and fundamentally flawed direction for the country. 2/2',2017-01-10 14:55:36,203,100,818909173165551617
"b""Justin Trudeau\xe2\x80\x99s plan isn\xe2\x80\x99t working. A new cabinet won\xe2\x80\x99t change that. He must take responsibility for the failures of his Liberal Gov't. 1/2""",2017-01-10 14:55:26,155,75,818909134657560582
b'Changer le cabinet ne changera rien au mauvais jugement de Justin Trudeau et aux mauvaises orientations de notre pays. 2/2',2017-01-10 14:55:12,11,3,818909074511319041
b'Le plan de Trudeau ne fonctionne pas. Un nouveau cabinet n\xe2\x80\x99y changera rien. Il est responsable des \xc3\xa9checs de son gouvernement lib\xc3\xa9ral. 1/2',2017-01-10 14:55:03,12,1,818909034778689540
b'Small business owners: Hire a student this summer! Apply for CSJ 2017 #LeadersToday http://Canada.ca/Canada-summer-jobs\xc2\xa0\xe2\x80\xa6pic.twitter.com/6OqTzQ9qmk',2017-01-08 17:02:01,18,20,818216211821436928
b'Petites entreprises: Embauchez un \xc3\xa9tudiant cet \xc3\xa9t\xc3\xa9! Faites une demande pour EEC 2017 #LeadersdAujourdhui http://Canada.ca/emplois-ete-Canada\xc2\xa0\xe2\x80\xa6pic.twitter.com/gcrJ1V5SvC',2017-01-08 17:02:00,2,0,818216209984299008
b'Our thoughts and prayers are with the victims of this cowardly attack and their families. [2/2]',2017-01-08 13:03:00,89,40,818156063665098753
"b""Canada's conservatives stand with Israel. We condemn the terrorist attack in Jerusalem earlier today. [1/2]""",2017-01-08 13:02:50,224,113,818156019721371648
b'Nos pens\xc3\xa9es et nos pri\xc3\xa8res sont avec les victimes de cette attaque et leurs familles. [2/2]',2017-01-08 13:02:30,15,8,818155937605230592
"b""Les Conservateurs du Canada sont aux c\xc3\xb4t\xc3\xa9s d'Isra\xc3\xabl. Nous condamnons l'attaque terroriste \xc3\xa0 J\xc3\xa9rusalem plus t\xc3\xb4t aujourd'hui. [1/2]""",2017-01-08 13:02:22,16,8,818155901148348417
"b'Le 1er janv. d\xe2\x80\x99autres hausses fiscales de Trudeau sont entr\xc3\xa9es en vigueur, rendant la vie plus ch\xc3\xa8re, dont les cours de natation des enfantspic.twitter.com/yBp2p8btPX'",2017-01-07 15:50:01,8,12,817835704625537024
"b'Jan 1st, more of Justin Trudeau\xe2\x80\x99s tax hikes came into effect. Making life more expensive for Canadians - including kids swimming lessons.pic.twitter.com/k5oHVr0CwX'",2017-01-07 15:50:01,125,202,817835704617205760
"b""Debt isn\xe2\x80\x99t free. With Trudeau\xe2\x80\x99s out-of-control spending in just 15 years we'll be spending over $50 billion every year on interest payments.pic.twitter.com/AG7yAzAZ3h""",2017-01-07 12:03:01,277,379,817778578700038145
b'Joyeux No\xc3\xabl \xc3\xa0 tous les chr\xc3\xa9tiens coptes et orthodoxes orientaux: https://www.facebook.com/ronaambrose/videos/10154345320518525/\xc2\xa0\xe2\x80\xa6',2017-01-07 09:17:02,8,3,817736807353696256
b'Wishing all Eastern Orthodox and Coptic Christians a very Merry Christmas: https://www.facebook.com/ronaambrose/videos/10154345321758525/\xc2\xa0\xe2\x80\xa6',2017-01-07 09:17:01,36,20,817736804858105858
"b'Saddened to hear of the Ft Lauderdale shooting. Thoughts with the family of those killed, recovering in the hospital, and everyone impacted.https://twitter.com/travelgoc/status/817461079701917696\xc2\xa0\xe2\x80\xa6'",2017-01-06 19:45:21,55,27,817532540722495488
b'Pein\xc3\xa9e par la tuerie \xc3\xa0 Ft Lauderdale. Nos pens\xc3\xa9es avec les familles des victimes d\xc3\xa9c\xc3\xa9d\xc3\xa9es et hospitalis\xc3\xa9es et toutes les personnes touch\xc3\xa9es.https://twitter.com/voyagegdc/status/817461121762344960\xc2\xa0\xe2\x80\xa6',2017-01-06 19:45:12,11,8,817532503921721345
b'Trudeau promised modest deficits and balance in 2019. He\xe2\x80\x99s delivering hundreds of billions in new debt with no plan to balance before 2055.pic.twitter.com/7KXRN3D8Qe',2017-01-06 16:10:01,183,205,817478350285500416
b'Trudeau a promis des d\xc3\xa9ficits modestes et l\xe2\x80\x99\xc3\xa9quilibre en 2019. Il offre des centaines de milliards de dette sans plan d\xe2\x80\x99\xc3\xa9quilibre avant 2055pic.twitter.com/1twVO3wzKW',2017-01-06 16:09:01,12,10,817478098950111233
"b'It\xe2\x80\x99s very concerning, especially for young Canadians. Well said @gerarddeltell.pic.twitter.com/X3QRVdJm1y'",2017-01-06 12:47:52,63,93,817427476238528512
"b'C\xe2\x80\x99est tr\xc3\xa8s inqui\xc3\xa9tant, en particulier pour les jeunes Canadiens. Bien dit @gerarddeltell.pic.twitter.com/WLTDv5bHRp'",2017-01-06 12:47:26,10,11,817427369216581632
"b""Congratulations @HC_Men on a strong tournament. You've made Canada proud and you all have bright hockey careers ahead! #WorldJuniors """,2017-01-05 23:24:32,132,49,817225311150546944
b'Bravo @HC_Masculin pour un grand tournoi. Vous faites la fiert\xc3\xa9 du Canada et de grandes carri\xc3\xa8res vous attendent! #MondialJunior ',2017-01-05 23:23:55,17,6,817225155961323520
"b'Canadians are on the hook for out of control Liberal spending: \xe2\x80\x9cLiberals agree shocking fiscal scenario could occur"" http://www.torontosun.com/2017/01/05/liberals-agree-shocking-fiscal-scenario-could-occur\xc2\xa0\xe2\x80\xa6'",2017-01-05 17:53:14,91,61,817141936826019841
"b'Two years and two plans later, the cost of Justin Trudeau\xe2\x80\x99s tax and spend approach has become clear. His plan has already failed.pic.twitter.com/0iYt9xDd37'",2017-01-05 17:28:45,204,211,817135777289293825
"b'Deux ans et deux plans plus tard, le co\xc3\xbbt de l\xe2\x80\x99approche d\xe2\x80\x99imp\xc3\xb4ts et de d\xc3\xa9penses de Justin Trudeau est clair. Son plan a d\xc3\xa9j\xc3\xa0 \xc3\xa9chou\xc3\xa9.pic.twitter.com/4RGEoTN4XL'",2017-01-05 17:28:21,12,18,817135676097462272
b'Our whole team is thinking of you @TedMenzies and we wish you the very best as you tackle this challenge.',2017-01-05 14:29:14,19,15,817090598318571520
"b'\xe2\x80\x9cWhen Canadians elected Prime Minister Justin Trudeau, it was a $2 trillion mistake.\xe2\x80\x9d - http://www.torontosun.com/2017/01/04/trudeau-will-bury-us-in-debt\xc2\xa0\xe2\x80\xa6'",2017-01-05 11:11:01,198,170,817040716710825984
"b'Justin Trudeau\'s tax and spend plan has already failed: ""Buried government report reveals looming fiscal crisis"" - http://www.torontosun.com/2017/01/04/buried-government-report-reveals-looming-fiscal-crisis\xc2\xa0\xe2\x80\xa6'",2017-01-04 20:51:48,158,165,816824488973258752
b'We rang in the New Year with family and good friends! Looking forward to 2017!pic.twitter.com/v3eP3MXtzr',2017-01-04 10:22:49,56,7,816666198419054592
b'Nous avons soulign\xc3\xa9 la nouvelle ann\xc3\xa9e avec la famille et de bons amis! Pr\xc3\xaats pour 2017!pic.twitter.com/ln9HAmws5Y',2017-01-04 10:21:54,15,3,816665967350706177
b'Ours thoughts are with those killed and injured in the horrific nightclub attack in Istanbul. Saddened to hear Canadian may be among dead.',2017-01-01 12:24:09,165,79,815609571200929794
b'Pensons aux gens tu\xc3\xa9s et bless\xc3\xa9s dans l\xe2\x80\x99horrible attaque d\xe2\x80\x99une bo\xc3\xaete de nuit \xc3\xa0 Istanbul. Triste d\xe2\x80\x99apprendre qu\xe2\x80\x99un Canadien aurait \xc3\xa9t\xc3\xa9 tu\xc3\xa9.',2017-01-01 12:24:03,15,15,815609545250770944
b'Does everyone have their coffee and aspirin close at hand today? https://www.facebook.com/ronaambrose/videos/10154294782858525/\xc2\xa0\xe2\x80\xa6',2017-01-01 09:15:01,78,12,815561973958111232
b'Tout le monde a-t-il du caf\xc3\xa9 et de l\xe2\x80\x99aspirine \xc3\xa0 port\xc3\xa9e de main aujourd\xe2\x80\x99hui\xe2\x80\x89? https://www.facebook.com/ronaambrose/videos/10154294787133525/\xc2\xa0\xe2\x80\xa6',2017-01-01 09:13:02,7,0,815561472885407744
b'Rode up to the top of the mountains outside of Fernie! Thanks to Fernie Snowmobile Assoc. and @BCSnowmobile for great trails. What a ride!pic.twitter.com/4ejrWiyLCo',2016-12-30 12:37:08,62,6,814888060743778305
"b""Jusqu'au sommet des montagnes hors de Fernie! Merci \xc3\xa0 l'ass. motoneige de Fernie et @BCSnowmobile pour les belles pistes. Quelle randonn\xc3\xa9e!pic.twitter.com/1xbxtiIX7e""",2016-12-30 12:35:21,11,4,814887614671163392
b'The @CPC_HQ has been fighting hard for taxpayers in 2016: https://www.facebook.com/ronaambrose/videos/10154294370858525/\xc2\xa0\xe2\x80\xa6',2016-12-30 10:07:01,34,13,814850284233048064
b'Le @PCC_HQ s\xe2\x80\x99est battu pour les contribuables en 2016 : https://www.facebook.com/ronaambrose/videos/10154294381088525/\xc2\xa0\xe2\x80\xa6',2016-12-30 10:05:02,3,0,814849782640320512
"b""Christmas was at my Grampa Jim and Grammy Colleen's place this year. We had fun with family, lots of laughs and loads of good food!pic.twitter.com/5CRWa7AK3O""",2016-12-27 21:27:49,55,4,813934448538435584
"b'No\xc3\xabl chez grand-p\xc3\xa8re Jim et grand-m\xc3\xa8re Colleen cette ann\xc3\xa9e. Du plaisir avec la famille, des rires et beaucoup de bonnes choses \xc3\xa0 manger!pic.twitter.com/9CcnlAwIEs'",2016-12-27 21:26:28,8,3,813934108002885632
"b""Congrats Habba! Excited for you to take your seat on International Women's Day as the Sturgeon River\xe2\x80\x89\xe2\x80\x94\xe2\x80\x89Parkland #DaughtersoftheVote delegatehttps://twitter.com/EqualVoiceCA/status/811677741217103872\xc2\xa0\xe2\x80\xa6""",2016-12-27 20:20:43,17,4,813917561440112640
b'Loved growing up watching Carrie Fisher be Princess Leia - the princess warrior. She inspired me. Saddened to hear of her passing.pic.twitter.com/qxDnTxWLdP',2016-12-27 18:01:45,112,26,813882591657021440
"b""J'ai ador\xc3\xa9 grandir en regardant Carrie Fisher incarner la princesse Leia -la guerri\xc3\xa8re. Elle m'a inspir\xc3\xa9e. Je suis attrist\xc3\xa9e par son d\xc3\xa9c\xc3\xa8s.pic.twitter.com/NE3E4DImtP""",2016-12-27 18:01:11,8,2,813882447087726592
